id,name,height,weight,base_experience,type1,type2,image_url,image_url_shiny
138,omanyte,4,75,71,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/138.png
139,omastar,10,350,173,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/139.png
140,kabuto,5,115,71,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/140.png
141,kabutops,13,405,173,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/141.png
142,aerodactyl,18,590,180,flying,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/142.png
143,snorlax,21,4600,189,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/143.png
144,articuno,17,554,261,flying,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/144.png
145,zapdos,16,526,261,flying,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/145.png
146,moltres,20,600,261,flying,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/146.png
147,dratini,18,33,60,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/147.png
148,dragonair,40,165,147,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/148.png
149,dragonite,22,2100,270,flying,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/149.png
150,mewtwo,20,1220,306,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/150.png
151,mew,4,40,270,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/151.png
152,chikorita,9,64,64,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/152.png
153,bayleef,12,158,142,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/153.png
154,meganium,18,1005,236,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/154.png
155,cyndaquil,5,79,62,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/155.png
156,quilava,9,190,142,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/156.png
157,typhlosion,17,795,240,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/157.png
158,totodile,6,95,63,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/158.png
159,croconaw,11,250,142,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/159.png
160,feraligatr,23,888,239,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/160.png
161,sentret,8,60,43,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/161.png
162,furret,18,325,145,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/162.png
163,hoothoot,7,212,52,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/163.png
164,noctowl,16,408,158,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/164.png
165,ledyba,10,108,53,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/165.png
166,ledian,14,356,137,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/166.png
167,spinarak,5,85,50,poison,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/167.png
168,ariados,11,335,140,poison,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/168.png
169,crobat,18,750,241,flying,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/169.png
170,chinchou,5,120,66,electric,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/170.png
171,lanturn,12,225,161,electric,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/171.png
172,pichu,3,20,41,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/172.png
173,cleffa,3,30,44,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/173.png
174,igglybuff,3,10,42,fairy,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/174.png
175,togepi,3,15,49,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/175.png
176,togetic,6,32,142,flying,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/176.png
177,natu,2,20,64,flying,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/177.png
178,xatu,15,150,165,flying,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/178.png
179,mareep,6,78,56,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/179.png
180,flaaffy,8,133,128,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/180.png
181,ampharos,14,615,230,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/181.png
182,bellossom,4,58,221,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/182.png
183,marill,4,85,88,fairy,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/183.png
184,azumarill,8,285,189,fairy,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/184.png
185,sudowoodo,12,380,144,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/185.png
186,politoed,11,339,225,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/186.png
187,hoppip,4,5,50,flying,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/187.png
188,skiploom,6,10,119,flying,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/188.png
189,jumpluff,8,30,207,flying,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/189.png
190,aipom,8,115,72,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/190.png
191,sunkern,3,18,36,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/191.png
192,sunflora,8,85,149,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/192.png
193,yanma,12,380,78,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/193.png
194,wooper,4,85,42,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/194.png
195,quagsire,14,750,151,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/195.png
196,espeon,9,265,184,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/196.png
197,umbreon,10,270,184,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/197.png
198,murkrow,5,21,81,flying,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/198.png
199,slowking,20,795,172,psychic,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/199.png
200,misdreavus,7,10,87,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/200.png
201,unown,5,50,118,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/201.png
202,wobbuffet,13,285,142,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/202.png
203,girafarig,15,415,159,psychic,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/203.png
204,pineco,6,72,58,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/204.png
205,forretress,12,1258,163,steel,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/205.png
206,dunsparce,15,140,145,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/206.png
207,gligar,11,648,86,flying,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/207.png
208,steelix,92,4000,179,ground,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/208.png
209,snubbull,6,78,60,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/209.png
210,granbull,14,487,158,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/210.png
211,qwilfish,5,39,88,poison,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/211.png
212,scizor,18,1180,175,steel,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/212.png
213,shuckle,6,205,177,rock,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/213.png
214,heracross,15,540,175,fighting,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/214.png
215,sneasel,9,280,86,ice,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/215.png
216,teddiursa,6,88,66,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/216.png
217,ursaring,18,1258,175,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/217.png
218,slugma,7,350,50,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/218.png
219,magcargo,8,550,151,rock,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/219.png
220,swinub,4,65,50,ground,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/220.png
221,piloswine,11,558,158,ground,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/221.png
222,corsola,6,50,144,rock,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/222.png
223,remoraid,6,120,60,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/223.png
224,octillery,9,285,168,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/224.png
225,delibird,9,160,116,flying,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/225.png
226,mantine,21,2200,170,flying,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/226.png
227,skarmory,17,505,163,flying,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/227.png
228,houndour,6,108,66,fire,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/228.png
229,houndoom,14,350,175,fire,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/229.png
230,kingdra,18,1520,243,dragon,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/230.png
231,phanpy,5,335,66,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/231.png
232,donphan,11,1200,175,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/232.png
233,porygon2,6,325,180,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/233.png
234,stantler,14,712,163,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/234.png
235,smeargle,12,580,88,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/235.png
236,tyrogue,7,210,42,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/236.png
237,hitmontop,14,480,159,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/237.png
238,smoochum,4,60,61,psychic,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/238.png
239,elekid,6,235,72,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/239.png
240,magby,7,214,73,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/240.png
241,miltank,12,755,172,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/241.png
242,blissey,15,468,608,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/242.png
243,raikou,19,1780,261,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/243.png
244,entei,21,1980,261,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/244.png
245,suicune,20,1870,261,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/245.png
246,larvitar,6,720,60,ground,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/246.png
247,pupitar,12,1520,144,ground,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/247.png
248,tyranitar,20,2020,270,dark,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/248.png
249,lugia,52,2160,306,flying,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/249.png
250,ho-oh,38,1990,306,flying,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/250.png
251,celebi,6,50,270,grass,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/251.png
252,treecko,5,50,62,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/252.png
253,grovyle,9,216,142,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/253.png
254,sceptile,17,522,239,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/254.png
255,torchic,4,25,62,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/255.png
256,combusken,9,195,142,fighting,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/256.png
257,blaziken,19,520,239,fighting,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/257.png
258,mudkip,4,76,62,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/258.png
259,marshtomp,7,280,142,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/259.png
260,swampert,15,819,241,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/260.png
261,poochyena,5,136,56,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/261.png
262,mightyena,10,370,147,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/262.png
263,zigzagoon,4,175,56,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/263.png
264,linoone,5,325,147,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/264.png
265,wurmple,3,36,56,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/265.png
266,silcoon,6,100,72,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/266.png
267,beautifly,10,284,178,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/267.png
268,cascoon,7,115,72,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/268.png
269,dustox,12,316,173,poison,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/269.png
270,lotad,5,26,44,grass,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/270.png
271,lombre,12,325,119,grass,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/271.png
272,ludicolo,15,550,216,grass,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/272.png
273,seedot,5,40,44,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/273.png
274,nuzleaf,10,280,119,dark,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/274.png
